XTest,sessionId,y__true,y_pred,y_prob_max
ever since updating my twc modem for free my internet speed has decreased at a large amount,ID1228498844,Speed Issue,Speed Issue,0.683163337792
activate dta box,ID1227741958,Modem Setup,Cable Box Not Working,0.550645193162
cost of adding phone service to my basic packege,ID1232203753,Phone Not Working,Signal Issue,0.453427416474
i need assistance in log in to my email,ID1229772019,Login Issue,Login Issue,0.651451843104
upgrade slow speed,ID1231948801,Speed Issue,Speed Issue,0.68576926244
cant access my email account,ID1231688735,Email Issue,Email Issue,0.583627047638
after 6 month i still have internet prblems,ID1228377386,Internet Not Working,Internet Not Working,0.517521731063
it says my account has been disabled,ID1229912508,Account Disabled,Account Disabled,0.657438762338
 if i sign up for internet service can i start using internet today theres an outlet in my apartment and i own a modem,ID1235329029,Purchase Modem,Internet Not Working,0.544895907132
  i changed my account plan a few weeks ago- and it was my understanding that my internet speed was going to be faster than previously but it is not  my smart tv phone and computer all keep dropping the internet consistently and it has made it akmost impossible to watch a movie or get any work done on computer  i have rebooted my modem every day in hopes that would fix it- but it hasnt  my current speeds according to your website are 1103 for download and 1102 for upload  do i need,ID1233081748,Speed Issue,Speed Issue,0.604409082054
why is my internet slow,ID1229236022,Speed Issue,Speed Issue,0.941780312255
internet connection goes off and on every few minutes,ID1228117061,Internet Not Working,Internet Not Working,0.702754446569
im having trouble logging into my account,ID1220644246,Login Issue,Login Issue,0.736075989266
wifi is not working,ID1226981939,Home Wifi,Home Wifi,0.771906169306
i would like to reschedule an installation appointment,ID1223038528,Appointment,Appointment,0.576695394961
has twc come to fix my external internet connection yet still intermittently slow,ID1233712108,Speed Issue,Speed Issue,0.768082965929
trying to pay my bill online but locked myself out of my account,ID1229622820,Account Disabled,Account Disabled,0.476254096175
dvr not recording or pausing--acct under phone number 5123380676,ID1231015450,Dvr Issue,Dvr Issue,0.474926981554
outgoing caller id  i have been informed that the name on my account is not correct when appearing on someones caller id,ID1230257572,Caller Id,Caller Id,0.598015693427
i recently received a notice from twc that my internet svc was automatically being upgraded to 100 mbps download speeds in my area  for the past week or two i was enjoying these speeds and suddenly today i tested my speeds on ookla and intially only got 2mbps download and 7 upload  so i rebooted my modemrouter and contacted support earlier we did some tests but my speed is still less than half of what it was last week and my last test results were download speed 41790 kbps 52238 kbsec,ID1221472682,Speed Issue,Speed Issue,0.793053534668
wifi not working,ID1223793835,Home Wifi,Home Wifi,0.753260093688
need to redo my log in informtion,ID1235385315,Login Issue,Login Issue,0.767326306446
what is the download speed offered by twc at my address at 10920 england place el paso tx 79934,ID1226590202,Speed Issue,Speed Issue,0.487590168718
i cant go online my password isnt being accepted why,ID1229891513,Login Issue,Login Issue,0.691894077876
it wont let me watch all the live tv channels on my computer it is saying that im away from home im in my own house,ID1221257968,Channel Issue,Channel Issue,0.584223943506
my account has been disabled,ID1229656848,Account Disabled,Account Disabled,0.686594798658
some of the remote keys are not working can i take the remote to a full service location and exchange it for a properly working one,ID1219743275,Remote,Remote,0.73829766958
cannot access modems web interface to upgrade modem,ID1232028299,Modem Issue,Modem Setup,0.516009933906
download speed is slow can you reset my internet,ID1235500151,Speed Issue,Speed Issue,0.957210706458
my internet is slow and i got an email about a download and maybe a restriction on my account,ID1222068072,Speed Issue,Speed Issue,0.605671562589
paying for 15 mbps getting 26 mbps,ID1230708119,Speed Issue,Speed Issue,0.428702300516
the cable time is wrong,ID1223585341,Cable Issue,Cable Issue,0.43566759521
internet connectivity issue,ID1228348954,Internet Not Working,Internet Not Working,0.497015840053
my power shut off and now that its back on i cant get the cable box to regoot  any suggestions,ID1221437259,Cable Box Not Working,Cable Box Not Working,0.561266898911
is the max speeds are in my area yet,ID1230326713,Speed Issue,Speed Issue,0.479308819327
need a technician to come,ID1231927131,Appointment,Appointment,0.560807266207
my internet is inconsistent ,ID1223765692,Internet Not Working,Internet Not Working,0.677605403682
cant log on to my acct,ID1232395628,Login Issue,Login Issue,0.81704372053
what is my smtp server name for an application to directly email out bound,ID1224959314,Email Issue,Email Issue,0.501204186491
phone wont let me complete calls to mexico,ID1224133730,Phone Not Working,Phone Not Working,0.480561136941
for many months channel 8 has extremely poor reception  all other channels are perfect only channel 8 and it is independent of the tv connected all tvs have poor ch8 reception - very grainy,ID1222936917,Channel Issue,Channel Issue,0.656491207668
tv channels not showing up on screen,ID1223246601,Channel Issue,Channel Issue,0.685877865761
having speed issues,ID1230711614,Speed Issue,Speed Issue,0.694660116849
why did my wifi stop working,ID1223707988,Home Wifi,Home Wifi,0.691741996691
i got a notice saying i was upgraded to the ultimate 100 internet with up to 100 mbps speed but my speed test is showing 32 mbps on average,ID1225178296,Upgrade Plan-Internet,Speed Issue,0.871108420318
why cant i log in to my account it says my account has been disabled,ID1231355200,Account Disabled,Login Issue,0.534761102796
the online twc says my account has been disabled and i need to see my online account information,ID1233323476,Login Issue,Account Disabled,0.525343853895
i can not remember my username,ID1227677472,Login Issue,Login Issue,0.636861532115
no dial tone,ID1231923980,Dail Tone Issue,Dail Tone Issue,0.506574593714
locked out of internet access,ID1222063160,Login Issue,Internet Not Working,0.500976995658
box and remote not working properly,ID1236478887,Remote,Remote,0.553660840952
cable box is dead,ID1228661968,Cable Box Not Working,Cable Box Not Working,0.63542814165
can i program my remote ursu-8700l to go to a default station when i turn on tv,ID1225999751,Remote,Remote,0.618256058193
i get a busy signal when i call my phone to retreive my messages,ID1219954452,Phone Not Working,Phone Not Working,0.439166025956
i cannot sign in in my account it says that i have more than one profile,ID1227284422,Login Issue,Login Issue,0.520488430149
i need my account number,ID1224513938,Account Info,Account Info,0.476385279286
twc id and modem cannot activate,ID1229253698,Modem Setup,Modem Setup,0.634224950334
i cant connect my laptops and home systems to the wifi but i can connect my phones,ID1233532771,Home Wifi,Home Wifi,0.572447686318
i am an nba league pass subscriber but when i attempt to tune in the nba league pass hd channels i receive the message that the channels are currently unavailable and to try again later  how can i view the nba league pass nba channels,ID1224772556,Channel Issue,Channel Issue,0.587197940605
channels,ID1221444806,Channel Issue,Channel Issue,0.514840899955
want to change my password,ID1236125087,Login Issue,Login Issue,0.683676796021
cable is unresponsive,ID1228517849,Cable Issue,Cable Issue,0.522690580532
had service set up last week phone internet cable  phone would dial out but would not ring anywhere in the house  ts morning there is no phone service  no dial tone  when i dial the number from my cell phone it says its not a working number,ID1233109401,Phone Not Working,Phone Not Working,0.642307315133
upgraded to ultimate internet 300 activated new recommended modem sb6183 and not aceving speeds even close to promised,ID1236225338,Speed Issue,Speed Issue,0.609097508786
twc account has been locked out login is wilsegurayahoocom,ID1225103497,Login Issue,Account Disabled,0.43480357797
where is the passcode for my modem located,ID1235207885,Modem Setup,Modem Setup,0.604161392154
can i set my voicemail from another phone,ID1231000783,Voice Mail,Voice Mail,0.552088193829
remote,ID1233357277,Remote,Remote,0.567987222953
internet lagging and having poor performance again,ID1219977825,Speed Issue,Internet Not Working,0.48934407433
my security system says i dont have braodband connection but im on the internet the power went out earlier  and not my netgear is open to the public,ID1223360427,Internet Not Working,Internet Not Working,0.604464581857
what is my wifi password,ID1225895727,Wifi Password,Wifi Password,0.442951054476
channels not loading on my mac,ID1229965205,Channel Issue,Channel Issue,0.727954893574
my connection is not the speed i am paying for,ID1231676321,Speed Issue,Speed Issue,0.901026686893
searcng for channels,ID1233120187,Channel Issue,Channel Issue,0.580905981359
forgot username and password to get on from my computer,ID1226774713,Login Issue,Login Issue,0.817214756229
wifi light is not on from morning,ID1224005829,Home Wifi,Home Wifi,0.550840896892
what is my time warner e-mail information,ID1233187656,Email Issue,Email Issue,0.418038397742
locked out of account,ID1222416983,Account Disabled,Account Disabled,0.692379100691
whats my password,ID1228536271,Login Issue,Login Issue,0.74359550388
is internet having problems in my area,ID1226127823,Internet Not Working,Internet Not Working,0.416758087752
why is my upload speed 574 i pay for extreame internet,ID1229209600,Speed Issue,Speed Issue,0.908016105993
my internet is working very slow,ID1233182349,Speed Issue,Speed Issue,0.894771135577
my newly reset twc password is not working,ID1231336187,Login Issue,Login Issue,0.765148607227
no internet access,ID1236225343,Internet Not Working,Internet Not Working,0.714042138431
since the rain yesterday im not getting many channels,ID1222025709,Channel Issue,Channel Issue,0.560980628089
box doesnt work,ID1232059350,Signal Issue,Cable Box Not Working,0.503441351425
changing wifi name and password,ID1230709151,Update,Wifi Password,0.483752474054
i cant log in to the twc,ID1232215614,Login Issue,Login Issue,0.823905553042
cable is out-- error code,ID1232335147,Signal Issue,Cable Issue,0.449347948002
my log is disabled how do i enable it also i would like to watch a channel online - is that possible,ID1224196144,Login Issue,Channel Issue,0.446103304802
i seem to have forgotten my user name and password combo i want to activate my replacement cable box,ID1228115546,Modem Setup,Login Issue,0.517009042133
my phone rings yet when i answer it no one can hear me  i tried another phone and the same tng happens so it must be a twc problem,ID1228721605,Phone Not Working,Phone Not Working,0.527056449333
i picked up the easy connect equipment today but there is still no internet,ID1223354867,Internet Not Working,Internet Not Working,0.423774388819
how fast is my internet,ID1229165849,Speed Issue,Internet Not Working,0.520971586454
cant order movies on demand keep getting currently unavailable,ID1236359093,Odm,Odm,0.432329113936
i am unable to log in to watch tv on my app,ID1230622172,Login Issue,Login Issue,0.540855043256
forgot my username and password,ID1231031805,Login Issue,Login Issue,0.788008661974
does twc provide in my area,ID1222661436,Purchase Modem,Service Availablity,0.419913831801
forgot password,ID1233631581,Login Issue,Login Issue,0.763926324628
my email says that it has been suspended whenever i try to login  to fix ts situation do i need to reset my password,ID1233510665,Login Issue,Login Issue,0.726634470598
cannot login to twc,ID1236419670,Login Issue,Login Issue,0.604782344471
my signal keeps fading and dropping even after i power cycle my router,ID1219310758,Signal Issue,Signal Issue,0.41773334283
user name  password,ID1224486562,Login Issue,Login Issue,0.547463656478
very slow connectivity,ID1223801964,Speed Issue,Speed Issue,0.623470193736
i upgraded my internet to extreme and it was activated 2 days ago but my speeds are still slow,ID1224985678,Upgrade Plan-Internet,Speed Issue,0.786136741157
i have basic cable and have connected the cable from wall to the tv not getting any channels,ID1233611604,Channel Issue,Signal Issue,0.472944038625
i have forgotten the password to my wireless modem how do i reset it,ID1231532115,Login Issue,Modem Setup,0.630575619322
i need to disable dhcp from my cable modem but dont have the password to it,ID1219332549,Login Issue,Modem Setup,0.574170213342
internet is slow,ID1233532212,Speed Issue,Speed Issue,0.946983175079
i want to be compensated for the troubles that i have faced with your wifi connection over the past few weeks,ID1229286242,Home Wifi,Home Wifi,0.417518820689
not getting signal from receiver to tv,ID1223682677,Signal Issue,Signal Issue,0.694779435989
apparently dont remember password or user name,ID1231925036,Login Issue,Login Issue,0.532774843471
internet speed,ID1228543542,Speed Issue,Speed Issue,0.910923027635
cant set my password,ID1237005091,Login Issue,Login Issue,0.781245062254
why is my internet speed so slow for last 3 days,ID1229496127,Speed Issue,Speed Issue,0.95798855555
why does my account online show as being disabled,ID1226107200,Account Disabled,Account Disabled,0.421649292298
i forgot my password,ID1222122145,Login Issue,Login Issue,0.814999909296
internet connection not working properly,ID1221869052,Internet Not Working,Internet Not Working,0.869157476486
i forgot my password,ID1233640865,Login Issue,Login Issue,0.814999909296
i forgot my password to log in to view my account online,ID1228953614,Login Issue,Login Issue,0.846385313995
im having limited access to the internet,ID1228498029,Internet Not Working,Internet Not Working,0.554475258326
unable to log in to account,ID1231618470,Login Issue,Login Issue,0.735753785639
modem,ID1230210864,Modem Setup,Modem Setup,0.55556776129
dvr manager is not recognizing my dvr,ID1222461244,Dvr Issue,Dvr Issue,0.826443703253
account disabled,ID1229225862,Account Disabled,Account Disabled,0.635838784273
trying to log into an app with my twc info i dont know it,ID1235906554,App Issue,Login Issue,0.593018484731
why my internet works just by having the ethernet cable and not without it,ID1222980616,Cable Issue,Internet Not Working,0.480009865333
very bad speed,ID1236368358,Speed Issue,Speed Issue,0.682234986594
what channel is cozi on,ID1225015235,Channel Issue,Channel Issue,0.509310820614
the caller id is not working i dont see incoming calls,ID1235393714,Caller Id,Caller Id,0.459860017392
how can i watch amc channel on my laptop,ID1220006353,Channel Issue,Channel Issue,0.597035728124
i am trying to access the web-interface for my new modem to setup the wireless settings,ID1226203217,Modem Setup,Modem Setup,0.608536336508
how to add a password,ID1223573307,Account Setup,Login Issue,0.698937736567
need help connecting to internet,ID1233639650,Internet Not Working,Internet Not Working,0.541023639657
i got no phone,ID1223233446,Phone Not Working,Phone Not Working,0.585093464217
im having trouble logging into my twc page to make a payment,ID1222310058,Make Payment,Login Issue,0.701856826827
i am trying to register to view tngs at amccom and it is asking for my twc log in information wch i do not know,ID1228603344,Login Issue,Login Issue,0.642030530588
channels,ID1223208164,Channel Issue,Channel Issue,0.514840899955
add modem,ID1228517013,Purchase Modem,Modem Setup,0.58265067295
phone not working,ID1222495834,Phone Not Working,Phone Not Working,0.718677977071
need to log on,ID1221904749,Login Issue,Login Issue,0.745888917777
i am paying for gh speed internet - i am receiving speeds of less than 10  why and if you are not going to provide the service as advertised i want a refund,ID1223174438,Speed Issue,Speed Issue,0.816962454663
wifi not working c,ID1221676881,Home Wifi,Home Wifi,0.753260093688
how to down load mcafee,ID1235447542,Anti Virus,Anti Virus,0.417388321295
i got my own router how do i hook it up,ID1220525212,Modem Setup,Modem Setup,0.515597821799
i previously had an email account with time warner and i need copies of the emails from that account  is it possible to obtain those,ID1228914118,Email Issue,Email Issue,0.640204332503
"cant remember my correct password to get into my email account  i am at work and my place of employment has the ""i forgot my password"" blocked so i cant access it the link",ID1231483383,Login Issue,Login Issue,0.844648609467
twc online account locked out,ID1230971727,Account Disabled,Account Disabled,0.593591354517
internet speed is very slow,ID1232300769,Speed Issue,Speed Issue,0.97072016956
intermittent internet connection slow browse,ID1223449791,Speed Issue,Speed Issue,0.818035947075
having internet problems,ID1222286442,Internet Not Working,Internet Not Working,0.598132204145
when is time warner increase the internet speeds,ID1226884573,Speed Issue,Speed Issue,0.700534928151
cant join wifi network,ID1224186494,Home Wifi,Home Wifi,0.595335057455
wifi,ID1224147604,Home Wifi,Home Wifi,0.479605756437
i received a letter and email regarding upgrades to faster speed internet service in our area  i filled out the required information and t said a faster speed router would be sent in two weeks  ts was about five weeks ago  how can i check on ts,ID1221757485,Modem Setup,Speed Issue,0.696533108289
i have speed issues,ID1221457399,Speed Issue,Speed Issue,0.734457756507
i cant sign in to twc wifi hotspots,ID1224776028,Login Issue,Home Wifi,0.535208981288
my cable wont work i get no channels aside from ny 1,ID1228528100,Cable Issue,Channel Issue,0.62402811882
can i watch channel 323 on computer outside my home network,ID1235880939,Streaming,Channel Issue,0.4423622349
email does not work,ID1236106216,Email Issue,Email Issue,0.575172546253
im trying to log in to my account but notng is recognized,ID1223334841,Login Issue,Login Issue,0.729810014679
my account is locked too many attempts,ID1228145629,Account Disabled,Account Disabled,0.682629852875
"yesterday my computer was hacked  i have restored the computer with the help of microsoft  the hacker encrypted email messages  microsoft instructed me to delete everytng as there is no way to recover emails  i want to look at mail using rr  i changed my password--everytng ok with my id  my husband needs to change s password but cannot remember the answer to the security code question ""what is your favorite movie""  can you help me or m somehow find out the answer",ID1224117746,Email Issue,Login Issue,0.477010606319
"no channels below 21  screen says ""to receive ts channel call customer care",ID1233515779,Channel Issue,Channel Issue,0.559284124951
what is the password for the admin login,ID1231281618,Login Issue,Login Issue,0.732634874791
internet speed not up to standard,ID1219180947,Speed Issue,Speed Issue,0.883899921506
forgot password saying my username is incorrect,ID1232316581,Login Issue,Login Issue,0.780623050562
why is my internet so slow,ID1227134323,Speed Issue,Speed Issue,0.93189352128
how do i download the free mcafee with tom warner cableinternet,ID1232235282,Anti Virus,Anti Virus,0.436074464613
how do i watch a show i recorded with dvr,ID1221781747,Dvr Issue,Dvr Issue,0.55066110959
slow speed,ID1219202845,Speed Issue,Speed Issue,0.934317355151
my internet connection disconnects periodically  ts is my second time contacting time warner support regarding ts issue,ID1230734243,Internet Not Working,Internet Not Working,0.483289436663
no phone service,ID1226205373,Phone Not Working,Phone Not Working,0.434584069673
wifi not connecting,ID1235350944,Home Wifi,Home Wifi,0.736282055976
i need you to hard reset my box,ID1235142767,Return Box,Cable Box Not Working,0.436405018558
very very slow internet,ID1233517781,Speed Issue,Speed Issue,0.793155297912
my dvr displays app on it what should i do,ID1221916915,Dvr Issue,Dvr Issue,0.630588316688
my account is locked,ID1229637291,Account Disabled,Account Disabled,0.765190764008
i am trying to install the new modem i received from time warner it gives me a string of numbers to key in to access your modems web interface but it doesnt load,ID1228527318,Modem Setup,Modem Setup,0.599470558406
on turbo plan but download speed poor,ID1236095821,Speed Issue,Speed Issue,0.651296720297
trying to reset my on line password to watch espn 3,ID1233591395,Login Issue,Login Issue,0.45348298246
can you help me activate my new modem from time warner,ID1234542499,Modem Setup,Modem Setup,0.520261261151
we have an appt for an installation on tuesday nov 25 for a new dvr boxwe need to cancel the appt   i will call at a later date to reschedule if we decide to take the offer,ID1232652116,Cancellation,Appointment,0.43028903046
we recieved new modem from time warner nd our speed has not increased by much it said up to 100 mbps but we are only at about 31 mbps,ID1226200383,Speed Issue,Speed Issue,0.659994746929
modem,ID1223721762,Purchase Modem,Modem Setup,0.55556776129
have sbg6580 that drops during wireless internet speed test  got any suggestions,ID1232347194,Speed Issue,Speed Issue,0.670638961449
why is my account disabled,ID1228444444,Account Disabled,Account Disabled,0.741232786425
i cant set up my email on my phone,ID1220002527,Email Issue,Email Issue,0.717160213187
caller id doesnt show up on tv,ID1229150373,Caller Id,Caller Id,0.513055102176
need to replace the remote for my set top box,ID1232333554,Remote,Remote,0.667005444331
cbs is out of sync all other channels are fine,ID1228564132,Channel Issue,Channel Issue,0.563310088987
internet speed,ID1234568501,Speed Issue,Speed Issue,0.910923027635
are you having email problems at the moment  smtp-serveraustinrrcom,ID1230840804,Email Issue,Email Issue,0.449752442686
my phone n my smart tv can not found the wifi signal,ID1225060578,Home Wifi,Signal Issue,0.543082911705
no internet signal,ID1228483709,Signal Issue,Signal Issue,0.48656168505
i just got the new gh speed and its slower than before wtf,ID1222695551,Speed Issue,Speed Issue,0.636416233985
forgot password,ID1224724849,Login Issue,Login Issue,0.763926324628
i have internet services with twc  i have my own modem i beleive my modem needs to update the firmware how do i update it if im using my own modem,ID1229041684,Modem Setup,Modem Setup,0.680391990221
internet speed check,ID1224207113,Speed Issue,Speed Issue,0.87676020556
phone is not working but internet is,ID1223103069,Phone Not Working,Internet Not Working,0.506306024576
having troubles with my wifi,ID1236043842,Home Wifi,Home Wifi,0.643100052825
how do i change and protect my wifi passowrd,ID1225805941,Home Wifi,Home Wifi,0.550529431271
i cannot go online on my wifi,ID1235864063,Home Wifi,Home Wifi,0.739536344479
trying to access amc online and it says i have to log into my twc account in order to view i dont know it please help,ID1224417200,Login Issue,Login Issue,0.650299917528
why do i not have my movie channels yet,ID1236135405,Channel Issue,Channel Issue,0.708276144597
it says that the account was disabled,ID1226231849,Account Disabled,Account Disabled,0.506950108676
my phone is not working  i tried to login to check status and i cannot login,ID1232224974,Phone Not Working,Login Issue,0.626633403517
i am trying to reset my password to log in online and it will not accept my user id,ID1219324636,Login Issue,Login Issue,0.845868164642
connecting cable modem to router,ID1233413561,Modem Setup,Modem Setup,0.661277384547
why are my local channels missing from my dvr-hd,ID1219790475,Channel Issue,Dvr Issue,0.573756236366
activate internet online,ID1223685715,Internet Not Working,Internet Not Working,0.674943949288
just got a hd cable box so that i can access the reset of the channels that my tv cant access plugged it in but its not working,ID1233210982,Signal Issue,Channel Issue,0.499473633745
not getting upgraded speed,ID1221195191,Speed Issue,Speed Issue,0.828294286807
i received the new modem but my speeds have gotten slower  tell me what internet speed i am currently paying for,ID1230601388,Speed Issue,Speed Issue,0.837506741518
my phone isnt working  my security system is connected to my phone so i need ts fixed as soon as possible,ID1230919030,Phone Not Working,Phone Not Working,0.482087388714
cant register a twc id,ID1220013260,Account Setup,Twc Id,0.47517695812
unable to log into my twc id account,ID1236174996,Login Issue,Login Issue,0.755332996839
when i login i get an error saying my account has been disabled,ID1228084844,Login Issue,Login Issue,0.432671487294
cant check email,ID1229303331,Email Issue,Email Issue,0.630787838858
my wifi signal continues to drop on me how do i fix it,ID1226172057,Home Wifi,Home Wifi,0.535956762703
my wifi is screwing up why,ID1224169300,Home Wifi,Speed Issue,0.465433720703
uploading speed is too slow,ID1232285191,Speed Issue,Speed Issue,0.898946778167
box will not turn on,ID1237074858,Cable Box Not Working,Cable Box Not Working,0.671357854458
had recent change to service and was told i can exchange one of my digital boxes for a dvr,ID1220456087,Dvr Issue,Dvr Issue,0.565038456787
forgot my password and dont know how to access it,ID1221641185,Login Issue,Login Issue,0.722801092207
my account has been disabled,ID1224605609,Account Disabled,Account Disabled,0.686594798658
cable is not working,ID1228493825,Cable Issue,Cable Issue,0.538041760524
im having trouble logging in using my twc id and password,ID1236282939,Login Issue,Login Issue,0.469341722032
internet not working,ID1231561104,Internet Not Working,Internet Not Working,0.891949447543
we had a power outage in our neighborhood and internet access hasnt restored,ID1231467312,Internet Not Working,Internet Not Working,0.467584190244
no low channels on box,ID1233529873,Channel Issue,Channel Issue,0.480260537839
spping information on replacement modem,ID1230758387,Return Box,Modem Setup,0.677444060492
remote works with box only for volumn channels mute last also it will not turn off box,ID1236271266,Remote,Cable Box Not Working,0.467579053114
modem is not at full speed,ID1228540022,Speed Issue,Speed Issue,0.835492437124
slow download,ID1222400247,Speed Issue,Speed Issue,0.661424288841
i used to be able to access my modem through a browser by typing1921681001 - now that just gives me a usernamepassword field and notng else i need to get data about my modems performance but dont know how to do it,ID1228502670,Login Issue,Modem Setup,0.452219671673
my internet wont work,ID1235266262,Internet Not Working,Internet Not Working,0.698564411451
tv shows no picture after updating my modem,ID1230601926,Channel Issue,Signal Issue,0.499991075426
i am unable to login into my account  i forgot my username and iam unable to setup a new one,ID1224567808,Login Issue,Login Issue,0.67731792398
i contacted an agent on wednesday about increasing my speed and it hasnt been done when will ts take effect,ID1220083148,Speed Issue,Speed Issue,0.433357183153
adding cable box,ID1223733200,Cable Box Not Working,Cable Box Not Working,0.555479855733
what is the internet speed at my house 5203 scout island circle south austin tx 78731,ID1229440408,Speed Issue,Speed Issue,0.720494568807
i live in garland tx channel 76 bravo channel keeps freezing up it only does it on the tv that has a cable box attached to it can i get a repair person to come out and replace my cable box it has been doing it for a couple of weeks now,ID1235902952,Channel Issue,Cable Box Not Working,0.509545175481
i had a manager that came out and was checking the line for a week but i have always mentioned the issue is at night right now as we were trying to watch a movie on 2 differet tvs t both started buffering every 2 minutes not only that but even with 1 tv about 9 pm and on especially at around 1 am buffering and buffering ts is unacceptable arent i suppose to have like 30 mbps and 5 up,ID1229318212,Speed Issue,Speed Issue,0.454777712616
my user name and password dont work,ID1229250321,Login Issue,Login Issue,0.676336498715
the dvr isnt playing any programming  just a black screen,ID1220623343,Dvr Issue,Dvr Issue,0.479402959601
wifi does not work,ID1229818052,Home Wifi,Home Wifi,0.682867887029
slow speed,ID1221791034,Speed Issue,Speed Issue,0.934317355151
im on the ultimate 100 internet plan and im only getting 50mbps  i own a netgear cmd31t wch is capable of supporting up to 150 mbps  why am i not getting the speed im paying for,ID1237024270,Speed Issue,Speed Issue,0.810224668191
phone not working,ID1221214363,Phone Not Working,Phone Not Working,0.718677977071
password issue,ID1229366962,Login Issue,Login Issue,0.681665816569
im having unbearably slow speeds whats up,ID1221722651,Speed Issue,Speed Issue,0.540627906051
what channel is fox sports 1,ID1235300683,Channel Issue,Channel Issue,0.453903305704
having speed problems with ultimate 100,ID1220099529,Speed Issue,Speed Issue,0.595481532009
reset my password,ID1232106856,Login Issue,Login Issue,0.681682061689
i have a modem to activate my account,ID1233453872,Modem Setup,Modem Setup,0.831569530337
i cant view broadcast channels i tnk my signal is low,ID1229236528,Signal Issue,Channel Issue,0.506879494123
need my password,ID1222061393,Login Issue,Login Issue,0.772050274892
tv box not getting signal,ID1234577640,Signal Issue,Signal Issue,0.52965303809
speed is too slow,ID1228803189,Speed Issue,Speed Issue,0.924974378476
i was helped on thursdy every tng went well but i cannot change password on swelfcare i had a stroke so my typing strokespun are slow,ID1224008029,Account Setup,Speed Issue,0.489667478697
i am a twc mdu acct exec and need to know what channels cannot be viewed with a dta,ID1225412139,Channel Issue,Channel Issue,0.428297132508
i can not log on,ID1221657843,Login Issue,Login Issue,0.706774245376
i want to program my remote control to fast forward  how can i do ts,ID1231284795,Remote,Remote,0.608383663685
"i can not connect to my wifi whenever it is connected the connection says ""limited"" what do i do to connect to wifi again",ID1235208787,Home Wifi,Home Wifi,0.629726650268
cant send e-mail,ID1224385594,Email Issue,Email Issue,0.492559944985
i just went through a troubleshoot to update my modem for faster speeds and t told me it was my wireless router so i updated that and it was showing download speed 815 now its down to 50,ID1230697774,Speed Issue,Speed Issue,0.707799983988
tv is stating no signal,ID1223205067,Signal Issue,Signal Issue,0.581370108494
unable to login to account,ID1221286520,Login Issue,Login Issue,0.604277190693
need to activate my modem my order number is 2003025176,ID1236396356,Modem Setup,Modem Setup,0.70990750758
i already had an account in hawaii  a few days ago i started service in austin texas  i am trying to create a user id for the first time and the web site cant find me  i am having problems with my service as well  how can i obtain an account number and id for texas,ID1225889330,Service Issue,Account Info,0.480609451859
internet and home phone is disconnecting at least two to three times a day since september,ID1222327800,Internet Not Working,Internet Not Working,0.610946565737
i am trying to connect my fax macne to the telephone modem on my router with no success how can i get it to work,ID1230891141,Modem Setup,Modem Setup,0.652189828946
cable feed is spotty,ID1227658516,Cable Issue,Cable Issue,0.470966044197
i want to activate my modem,ID1224776025,Modem Setup,Modem Setup,0.81917815804
what should i do when my internet connection keeps on going in and out,ID1230279544,Internet Not Working,Internet Not Working,0.761764141032
 i am trying to log in to my rr email account on a different computer with no success i was able to log into the master account and change the password for my personal email account but when i try to log in using either what i thought was the old password or the new one i just get an error messgae,ID1235315272,Login Issue,Login Issue,0.898850993056
my connection speed is very slow,ID1231609078,Speed Issue,Speed Issue,0.948033694004
since i got my gh speed modem when the computer goes into sleep mode it disconnects from the internet i can get the internet back only if i reboot the computer a service person has already come to the house and said internet signal is good and modem is working fine is there a computer setting i must reset,ID1226762812,Internet Not Working,Internet Not Working,0.51338459911
i am unable to open my account i typed in my phone number and zip code to retrieve my username and password but i keep getting a response stating that i do not have a twc account please help,ID1233499974,Login Issue,Login Issue,0.576637204083
my home wifi is getting disconnected in every other minute,ID1232250958,Home Wifi,Home Wifi,0.602925911587
i have the problem to send attachment pictures3 mbites need more 24 houres,ID1232389172,Speed Issue,Appointment,0.427198753325
need to schedule a tech to come out,ID1229048461,Appointment,Appointment,0.578619124139
my modem needs signals sent to it the download speed is slower than the upload speed and ive already power cycled it,ID1229957914,Speed Issue,Speed Issue,0.844564597055
how do i turn on caller id so my outbound calls show my caller id,ID1227797176,Caller Id,Caller Id,0.685576077137
why is my internet running so slow all of a sudden,ID1233494143,Speed Issue,Speed Issue,0.89036737772
what internet speed is my account set,ID1225326107,Details Of Existing Plan,Speed Issue,0.918015594397
my internet speed is currently below 5 mbs,ID1236158178,Speed Issue,Speed Issue,0.898159610853
i just picked up my modem for new work order 2003008837 for phone and internet i am not home yet to hook up the modem but wife said no dial tone yet she hears a buzzing noise but no dial tone has our phone line been activated also what is the new phone number,ID1229053841,Account Info,Phone Not Working,0.608720521214
compatible modem,ID1237015559,Purchase Modem,Modem Setup,0.487767102371
im having trouble with my internet,ID1221428223,Internet Not Working,Login Issue,0.433862602364
i have internet but my phone does not work,ID1225014993,Phone Not Working,Internet Not Working,0.626642644152
why are my cable boxes turning off,ID1222353797,Cable Box Not Working,Cable Box Not Working,0.532868203278
password,ID1224654019,Login Issue,Login Issue,0.698197723298
internet is not running at the speeds wch i pay for,ID1220635826,Speed Issue,Speed Issue,0.81430229014
cable is not working,ID1224266763,Cable Issue,Cable Issue,0.538041760524
